locality,municipality,state,postcode,lat,long,bnelat,bnelong,bswlat,bswlong
"Hadspen","Meander Valley Council","Tasmania",7290,-41.500000,147.066667,-41.494154,147.089648,-41.526872,147.029453
"Hagley","Worcestershire","England",,52.427568,-2.126676,52.445269,-2.079898,52.408958,-2.167783
"Hamilton (Tas.)","Central Highlands Council","Tasmania",7140,-42.556000,146.834000,-42.482284,146.979459,-42.612819,146.762249
"Havenview","Burnie City Council","Tasmania",7320,-41.087003,145.911045,-41.073717,145.924750,-41.098244,145.894065
"Hawley Beach","Latrobe Council","Tasmania",7307,-41.137114,146.536673,-41.118427,146.545722,-41.152809,146.521153
"Hayes","Council of the City of Sydney","New South Wales",2011,-33.871820,151.227112,0.000000,0.000000,0.000000,0.000000
"Hellyer","","Tasmania",7320,-41.061315,145.881704,0.000000,0.000000,0.000000,0.000000
"Henrietta","Ray County","Missouri",,39.234178,-93.935499,39.246465,-93.927254,39.228066,-93.946032
"Herdsmans Cove","Brighton Council","Tasmania",7030,-42.749860,147.264125,-42.746003,147.272482,-42.755779,147.256084
"Heybridge","Essex","England",CM9,51.741657,0.689677,51.748379,0.708173,51.733024,0.669694
"Highclere","Hampshire","England",RG20,51.340530,-1.374310,51.349978,-1.342077,51.299953,-1.397271
"Highcroft","Tasman Council","Tasmania",7183,-43.151023,147.766830,-43.130976,147.804208,-43.175789,147.751194
"Hillcrest (Tas.)","Burnie City Council","Tasmania",7320,-41.063631,145.894689,-41.058292,145.902602,-41.067411,145.886831
"Hillwood","George Town Council","Tasmania",7252,-41.243611,146.978611,-41.181757,147.018432,-41.257546,146.911949
"Hobart","","Tasmania",7000,-42.882138,147.327195,-42.873046,147.341503,-42.891635,147.315610
"Holwell","","Tasmania",7275,-41.289493,146.779476,-41.236874,146.813719,-41.323594,146.722604
"Honeywood","City of Kwinana","Western Australia",6167,-32.184032,115.859907,0.000000,0.000000,0.000000,0.000000
"Howden","Kingborough Council","Tasmania",7054,-43.026667,147.292778,-43.005022,147.319859,-43.036914,147.278493
"Howrah","Clarence City Council","Tasmania",7018,-42.888611,147.405556,-42.865935,147.428354,-42.906062,147.387518
"Huntingfield","Kingborough Council","Tasmania",7055,-42.993056,147.286389,-42.987356,147.311646,-43.013581,147.281037
"Huonville","Huon Valley Council","Tasmania",7109,-43.029519,147.058031,-42.995481,147.109364,-43.065377,146.999454
"Invermay (Tas.)","Launceston City Council","Tasmania",7248,-41.420570,147.132174,-41.409022,147.146157,-41.434667,147.118029
"Irishtown (Tas.)","Circular Head Council","Tasmania",7330,-40.900862,145.159689,-40.879663,145.200623,-40.960433,145.108061
"Judbury","Huon Valley Council","Tasmania",7109,-42.990679,146.919563,-42.882679,147.012767,-43.066760,146.820800
"Kaoota","","Tasmania",7150,-43.026363,147.165345,-43.003562,147.188294,-43.060632,147.130755
"Karoola","Launceston City Council","Tasmania",7267,-41.241899,147.146469,-41.211461,147.194499,-41.282924,147.083931
"Kayena","West Tamar Council","Tasmania",7270,-41.188077,146.883198,-41.167687,146.917305,-41.213415,146.850266
"Kellevie","Sorell Council","Tasmania",7176,-42.766667,147.800000,-42.711462,147.841845,-42.808601,147.741052
"Kempton","Southern Midlands Council","Tasmania",7030,-42.534178,147.200530,-42.482859,147.290181,-42.580105,147.127908
"Kettering","Kingborough Council","Tasmania",7155,-43.116667,147.266667,-43.109855,147.272088,-43.144881,147.192409
"Kimberley (Tas.)","","Tasmania",7304,-41.400000,146.493000,-41.389368,146.533853,-41.455850,146.422136
"Kindred","Council of the City of Sydney","New South Wales",2008,-33.888508,151.197756,0.000000,0.000000,0.000000,0.000000
"Kings Meadows","Launceston City Council","Tasmania",7249,-41.470556,147.163056,-41.456927,147.181580,-41.484052,147.143259
"Kingston (Tas.)","","Tasmania",7050,-42.976944,147.308333,-42.925990,147.335155,-43.002723,147.244505
"Kingston Beach","Kingborough Council","Tasmania",7050,-42.981111,147.322778,-42.974615,147.330487,-42.991660,147.312404
"Lachlan","Derwent Valley Council","Tasmania",7140,-42.834153,147.046187,-42.792409,147.111477,-42.898416,146.977535
"Lady Barron","Flinders Council","Tasmania",7255,-40.212500,148.241667,-40.191436,148.334255,-40.241645,148.141101
"Lanena","West Tamar Council","Tasmania",7275,-41.314414,146.965101,-41.306114,146.983013,-41.327465,146.952682
"Lapoinya","Waratah-Wynyard Council","Tasmania",7325,-41.033333,145.566667,-40.988592,145.608438,-41.074652,145.518859
"Latrobe","","Victoria",3086,-37.720667,145.048414,0.000000,0.000000,0.000000,0.000000
"Lauderdale","Clarence City Council","Tasmania",7021,-42.911111,147.492778,-42.893485,147.512759,-42.927931,147.458548
"Launceston","Launceston City Council","Tasmania",7250,-41.433221,147.144088,-41.416332,147.160786,-41.450434,147.126987
"Lawitta","Derwent Valley Council","Tasmania",7140,-42.764755,147.038087,-42.747122,147.046885,-42.777452,147.024380
"Lebrina","Hobart City Council","Tasmania",7008,-42.858669,147.305099,0.000000,0.000000,0.000000,0.000000
"Legana","West Tamar Council","Tasmania",7277,-41.366667,147.050000,-41.335196,147.077973,-41.412067,147.002994
"Legerwood","Dorset Council","Tasmania",7263,-41.213750,147.698874,-41.172227,147.740883,-41.253776,147.645993
"Leith","Edinburgh","Scotland",,55.975528,-3.166510,55.991994,-3.135682,55.968212,-3.198257
"Lenah Valley","Hobart City Council","Tasmania",7008,-42.865556,147.281667,-42.854489,147.305573,-42.884774,147.228281
"Leslie Vale","Kingborough Council","Tasmania",7054,-42.966344,147.225774,-42.954787,147.257352,-42.997181,147.198006
"Lewisham (Tas.)","Sorell Council","Tasmania",7173,-42.828765,147.612679,-42.818517,147.622071,-42.841164,147.605130
"Liffey","","",,53.353565,-6.354349,53.372763,-6.210258,53.334366,-6.498439
"Lilydale (Tas.)","","Tasmania",7268,-41.250000,147.217000,-41.201890,147.301626,-41.277666,147.176885
"Lindisfarne","Clarence City Council","Tasmania",7015,-42.847778,147.353056,-42.821466,147.389745,-42.862321,147.337775
"Little Swanport","Glamorgan-Spring Bay Council","Tasmania",7190,-42.340497,147.937958,-42.230306,148.028155,-42.395317,147.843060
"Longford (Tas.)","Northern Midlands Council","Tasmania",7301,-41.595847,147.121811,-41.493876,147.233045,-41.696991,147.021510
"Longley","Kingborough Council","Tasmania",7150,-42.972593,147.183461,-42.956059,147.207354,-42.986264,147.160501
"Lonnavale","Huon Valley Council","Tasmania",7109,-42.965191,146.844101,-42.857379,146.882445,-43.058627,146.670660
"Low Head","George Town Council","Tasmania",7253,-41.073833,146.807418,-41.018827,146.890413,-41.091490,146.786490
"Lower Longley","","Tasmania",7109,-42.977500,147.141389,-42.938833,147.180041,-42.995379,147.119929
"Lower Snug","Kingborough Council","Tasmania",7054,-43.082509,147.247212,-43.071371,147.269839,-43.103614,147.230961
"Lucaston","Huon Valley Council","Tasmania",7109,-42.963126,147.015618,-42.932629,147.077247,-42.997590,146.986077
"Lutana","Glenorchy City Council","Tasmania",7009,-42.841111,147.309444,-42.828406,147.323680,-42.849674,147.303324
"Lymington","Hampshire","England",SO41,50.758531,-1.541910,50.773470,-1.510597,50.723647,-1.590102
"Magra","","Tasmania",7140,-42.758333,147.047222,-42.696868,147.115962,-42.766760,147.034519
"Mangalore (Tas.)","","Tasmania",7030,-42.650000,147.250000,-42.615710,147.324733,-42.684422,147.158322
"Margate (Tas.)","","Tasmania",7054,-43.029444,147.261667,-42.985274,147.288700,-43.066666,147.173013
"Mathinna","","Tasmania",7214,-41.527017,147.788486,-41.333060,148.167400,-41.554211,147.713671
"Mawbanna","Circular Head Council","Tasmania",7321,-40.964428,145.354051,-40.863653,145.499328,-41.112684,145.272992
"Maydena","Derwent Valley Council","Tasmania",7140,-42.750000,146.616667,-42.705879,146.655263,-42.802953,146.459755
"Mayfield (Tas.)","Launceston City Council","Tasmania",7248,-41.389544,147.130950,-41.381607,147.142596,-41.392560,147.126348
"Meander","Meander Valley Council","Tasmania",7304,-41.650000,146.616667,-41.577659,146.680005,-41.757679,146.490303
"Mengha","Circular Head Council","Tasmania",7330,-40.909398,145.220913,-40.887316,145.312758,-40.986852,145.204090
"Mersey Forest","","Tasmania",7304,-41.682959,146.200556,-41.558448,146.323303,-41.865665,146.072358
"Miandetta (Tas.)","Devonport City Council","Tasmania",7310,-41.195092,146.350823,-41.190864,146.366756,-41.201682,146.339293
"Middleton (Tas.)","","Tasmania",7163,-43.227247,147.232389,-43.208988,147.260974,-43.248583,147.196256
"Midway Point","Sorell Council","Tasmania",7171,-42.794044,147.529317,-42.780688,147.539573,-42.805309,147.519605
"Miena","Central Highlands Council","Tasmania",7030,-41.989881,146.703441,-41.907538,146.816681,-42.054532,146.579038
"Mole Creek","","Tasmania",7304,-41.558627,146.404517,-41.496038,146.463016,-41.638295,146.237621
"Molesworth (Tas.)","Derwent Valley Council","Tasmania",7140,-42.807851,147.148701,-42.770662,147.196890,-42.846944,147.091922
"Montagu","Cape Winelands","Western Cape",6720,-33.774941,20.122391,-33.719700,20.175080,-33.816933,20.073772
"Montagu Bay","Clarence City Council","Tasmania",7018,-42.863611,147.355833,-42.861905,147.365146,-42.867687,147.349824
"Montello","Marquette County","Wisconsin",53949,43.791368,-89.319841,43.813535,-89.314359,43.779028,-89.356744
"Montrose (Tas.)","Glenorchy City Council","Tasmania",7010,-42.828056,147.258889,-42.820764,147.272385,-42.840887,147.228688
"Moonah","Glenorchy City Council","Tasmania",7009,-42.843056,147.301944,-42.836717,147.312467,-42.858264,147.278535
"Mooreville","Lee County","Mississippi",38857,34.266702,-88.575451,34.276684,-88.557458,34.242704,-88.605073
"Moriarty","Latrobe Council","Tasmania",7307,-41.217336,146.483629,-41.189712,146.518565,-41.248353,146.449318
"Mornington (Tas.)","Clarence City Council","Tasmania",7018,-42.858333,147.403889,-42.849695,147.418986,-42.872068,147.374930
"Mount Hicks","Waratah-Wynyard Council","Tasmania",7325,-41.070575,145.727401,-41.021618,145.766464,-41.108022,145.689524
"Mount Nelson","","Tasmania",7007,-42.922627,147.329081,-42.905583,147.351628,-42.936657,147.304833
"Mount Rumney","Clarence City Council","Tasmania",7170,-42.855517,147.436493,-42.840662,147.467481,-42.871220,147.420358
"Mount Stuart (Tas.)","Hobart City Council","Tasmania",7000,-42.872930,147.301367,-42.866553,147.312043,-42.878090,147.293798
"Mount William","Northern Grampians Shire","Victoria",3381,-37.292778,142.600833,0.000000,0.000000,0.000000,0.000000
"Mountain River","Huon Valley Council","Tasmania",7109,-42.946123,147.132065,-42.909812,147.157648,-42.976945,147.090973
"Mowbray (Tas.)","Launceston City Council","Tasmania",7248,-41.409000,147.143000,-41.386660,147.178506,-41.421399,147.120601
"Murdunna","Tasman Council","Tasmania",7178,-42.959262,147.860698,-42.887849,147.999517,-42.989229,147.811306
"Nabowla","Dorset Council","Tasmania",7260,-41.160408,147.368645,-41.096302,147.424840,-41.254338,147.316286
"National Park","Macdonnell Shire","Northern Territory",0872,-24.127621,132.800356,0.000000,0.000000,0.000000,0.000000
"Natone","Burnie City Council","Tasmania",7321,-41.167751,145.931098,-41.140042,145.962463,-41.202466,145.903583
"Neika","Kingborough Council","Tasmania",7054,-42.948056,147.236389,-42.931759,147.261155,-42.964589,147.196660
"New Norfolk","Derwent Valley Council","Tasmania",7140,-42.782833,147.059385,-42.758576,147.092099,-42.805616,147.019695
"New Town (Tas.)","","Tasmania",7008,-42.859444,147.305556,-42.843545,147.330533,-42.868825,147.289244
"Newnham","Launceston City Council","Tasmania",7248,-41.382827,147.111147,-41.374198,147.139786,-41.405138,147.094258
"Newstead (Tas.)","Launceston City Council","Tasmania",7250,-41.444444,147.160556,-41.426083,147.175893,-41.455840,147.149955
"Nicholls Rivulet","Huon Valley Council","Tasmania",7112,-43.147409,147.154792,-43.088441,147.187931,-43.179096,147.089465
"Nook","Council of the City of Sydney","New South Wales",2000,-33.866221,151.204621,0.000000,0.000000,0.000000,0.000000
"North Hobart","Hobart City Council","Tasmania",7000,-42.872222,147.314444,-42.864135,147.324402,-42.878813,147.309766
"North Motton","Central Coast Council","Tasmania",7315,-41.199570,146.097877,-41.156558,146.142922,-41.258551,146.024372
"North Scottsdale","Dorset Council","Tasmania",7260,-41.137795,147.539852,-41.029542,147.648685,-41.160480,147.485952
"Northdown","Melbourne City","Victoria",3003,-37.807876,144.943345,0.000000,0.000000,0.000000,0.000000
"Norwood (Tas.)","Launceston City Council","Tasmania",7250,-41.457222,147.172500,-41.444239,147.192929,-41.476142,147.169782
"Nubeena","Tasman Council","Tasmania",7184,-43.100000,147.750000,-43.042221,147.807372,-43.149178,147.622388
"Nunamara","Launceston City Council","Tasmania",7259,-41.369357,147.303754,-41.316380,147.454757,-41.500058,147.200386
"Oakdowns","Clarence City Council","Tasmania",7019,-42.900278,147.457500,-42.896426,147.461771,-42.907185,147.449770
"Oatlands (Tas.)","Southern Midlands Council","Tasmania",7120,-42.300000,147.370556,-42.216503,147.441301,-42.361749,147.182798
"Ocean Vista","Sunshine Coast Regional","Queensland",4557,-26.675372,153.113267,0.000000,0.000000,0.000000,0.000000
"Old Beach","Brighton Council","Tasmania",7017,-42.774722,147.269167,-42.728291,147.327932,-42.788457,147.260515
"Oldina","Waratah-Wynyard Council","Tasmania",7325,-41.088929,145.670583,-40.996683,145.708523,-41.121165,145.645974
"Opossum Bay","Clarence City Council","Tasmania",7023,-42.993889,147.403333,-42.962502,147.419682,-43.008435,147.391796
"Orford (Tas.)","Glamorgan-Spring Bay Council","Tasmania",7190,-42.550260,147.880150,-42.529228,147.916524,-42.605600,147.822436
"Orielton","","Tasmania",7172,-42.718783,147.518142,-42.675332,147.581742,-42.760299,147.466634
"Otago","","Otago",,-45.479067,170.154757,-43.950194,171.142905,-46.655827,168.131563
"Ouse","Central Highlands Council","Tasmania",7140,-42.483333,146.716667,-42.293142,146.876344,-42.578019,146.493236
"Oyster Cove (Tas.)","","Tasmania",7150,-43.103619,147.219977,-43.090331,147.294182,-43.148879,147.173895
"Paradise (Tas.)","Kentish Council","Tasmania",7306,-41.434082,146.315572,-41.408568,146.382443,-41.507530,146.291297
"Parattah","Southern Midlands Council","Tasmania",7120,-42.357075,147.405903,-42.333624,147.458107,-42.383379,147.390944
"Park Grove","Burnie City Council","Tasmania",7320,-41.053268,145.881564,-41.046628,145.898279,-41.063031,145.868044
"Parklands (Tas.)","Burnie City Council","Tasmania",7320,-41.048032,145.890825,-41.043547,145.901638,-41.052813,145.882476
"Patersonia","Launceston City Council","Tasmania",7259,-41.300977,147.311118,-41.260959,147.351926,-41.372024,147.269917
"Pegarah","King Island Council","Tasmania",7256,-39.923879,144.104880,-39.866772,144.137826,-39.981989,143.946823
"Pelverata","","Tasmania",7150,-43.038028,147.117194,-43.007013,147.175195,-43.093742,147.067773
"Penguin","Bass Coast Shire","Victoria",3922,-38.510231,145.150296,0.000000,0.000000,0.000000,0.000000
"Penna","Sorell Council","Tasmania",7171,-42.766667,147.533333,-42.732520,147.542542,-42.803107,147.452880
"Perth (Tas.)","Northern Midlands Council","Tasmania",7300,-41.567724,147.172610,-41.531364,147.290603,-41.673227,147.128268
"Pioneer (Tas.)","Dorset Council","Tasmania",7264,-41.085098,147.928340,-41.049554,148.017179,-41.161128,147.896037
"Pipers River","","Tasmania",7252,-41.100000,147.083333,-41.029516,147.158404,-41.202389,146.965891
"Pontville","","Tasmania",7030,-42.676155,147.276332,-42.650790,147.314513,-42.692117,147.235928
"Port Arthur (Tas.)","Tasman Council","Tasmania",7182,-43.177460,147.842049,-43.093205,147.884674,-43.208316,147.792329
"Port Huon","Huon Valley Council","Tasmania",7116,-43.154945,146.946668,-43.134143,146.981426,-43.178060,146.931234
"Port Sorell","Latrobe Council","Tasmania",7307,-41.166667,146.550000,-41.150241,146.569340,-41.192021,146.506771
"Preston (Tas.)","Central Coast Council","Tasmania",7315,-41.280000,146.070000,-41.249562,146.115007,-41.338512,146.006649
"Primrose Sands","Sorell Council","Tasmania",7173,-42.881613,147.674579,-42.871345,147.693482,-42.903635,147.639226
"Prospect (Tas.)","Launceston City Council","Tasmania",7250,-41.483333,147.139722,-41.462778,147.166031,-41.501281,147.121031
"Prospect Vale","Meander Valley Council","Tasmania",7250,-41.481000,147.126000,-41.465058,147.140091,-41.502609,147.079498
"Punchbowl (Tas.)","Launceston City Council","Tasmania",7249,-41.456944,147.165000,-41.453284,147.171575,-41.462099,147.155855
"Queens Domain","Port Phillip City","Victoria",3004,-37.838714,144.974630,0.000000,0.000000,0.000000,0.000000
"Queenstown (Tas.)","West Coast Council","Tasmania",7467,-42.081180,145.554056,-42.000323,145.605792,-42.170221,145.475233
"Quoiba","Devonport City Council","Tasmania",7310,-41.207009,146.332725,-41.198401,146.356190,-41.221546,146.311893
"Railton","","Tasmania",7305,-41.350000,146.416667,-41.279709,146.469843,-41.385489,146.347402
"Raminea","Huon Valley Council","Tasmania",7109,-43.325265,146.965591,-43.217094,146.983419,-43.345731,146.791194
"Ranelagh","Huon Valley Council","Tasmania",7109,-43.016667,147.033333,-42.965088,147.063168,-43.028237,146.958836
"Ravenswood (Tas.)","Launceston City Council","Tasmania",7250,-41.418333,147.176111,-41.396744,147.208757,-41.436402,147.157334
"Redpa","Circular Head Council","Tasmania",7330,-40.946347,144.742889,-40.909258,144.883941,-41.046803,144.689671
"Reedy Marsh","Meander Valley Council","Tasmania",7304,-41.489087,146.692851,-41.371720,146.801642,-41.512349,146.651099
"Relbia","","Tasmania",7258,-41.509991,147.210110,-41.462055,147.246505,-41.540942,147.168451
"Riana","Central Coast Council","Tasmania",7316,-41.200000,145.983333,-41.163262,146.048069,-41.252116,145.927553
"Richmond (Tas.)","Clarence City Council","Tasmania",7025,-42.733333,147.433333,-42.684423,147.489173,-42.788290,147.318886
"Ridgeway","Oxfordshire","England",OX12,51.560308,-1.369284,51.565220,-1.340032,51.554019,-1.398700
"Ridgley","Burnie City Council","Tasmania",7321,-41.136760,145.838773,-41.114374,145.879278,-41.168790,145.799276
"Ringarooma","","Tasmania",7263,-41.254432,147.734416,-41.176397,147.878426,-41.333060,147.561165
"Risdon","Clarence City Council","Tasmania",7017,-42.817076,147.334386,-42.766643,147.352340,-42.835445,147.306535
"Risdon Vale","Clarence City Council","Tasmania",7016,-42.812222,147.351389,-42.790527,147.404345,-42.824706,147.335818
"Riverside (Tas.)","","Tasmania",7250,-41.420000,147.103000,-41.383661,147.124031,-41.462602,146.972181
"Rocherlea","Launceston City Council","Tasmania",7248,-41.376944,147.132778,-41.347227,147.218971,-41.404583,147.108276
"Roches Beach","Clarence City Council","Tasmania",7170,-42.889722,147.496111,-42.879144,147.507336,-42.893737,147.483702
"Rocky Cape","","Tasmania",7321,-40.908356,145.530138,0.000000,0.000000,0.000000,0.000000
"Rokeby (Tas.)","Clarence City Council","Tasmania",7019,-42.893889,147.431111,-42.867988,147.462871,-42.940190,147.415009
"Romaine","Burnie City Council","Tasmania",7320,-41.100093,145.893156,-41.074958,145.913875,-41.115018,145.876425
"Rose Bay (Tas.)","Clarence City Council","Tasmania",7015,-42.856389,147.355278,-42.853395,147.365092,-42.863621,147.350484
"Rosebery (Tas.)","West Coast Council","Tasmania",7470,-41.780160,145.532143,-41.722761,145.609479,-41.866236,145.443406
"Rosetta","Council of the City of Sydney","New South Wales",2000,-33.862271,151.207099,0.000000,0.000000,0.000000,0.000000
"Rosevears","West Tamar Council","Tasmania",7277,-41.331219,146.980281,-41.318345,147.029173,-41.355221,146.954971
"Rosny","Clarence City Council","Tasmania",7018,-42.873333,147.354722,-42.865973,147.363749,-42.876145,147.350924
"Rosny Park","Clarence City Council","Tasmania",7018,-42.866389,147.369167,-42.860498,147.372831,-42.872323,147.361665
"Ross (Tas.)","Northern Midlands Council","Tasmania",7209,-42.030000,147.491944,-41.943152,147.731061,-42.248488,147.233432
"Saltwater River","Tasman Council","Tasmania",7186,-43.018614,147.707404,-42.975715,147.745717,-43.074935,147.670059
"Sandfly","Kingborough Council","Tasmania",7150,-42.995833,147.190000,-42.977637,147.232473,-43.014306,147.120509
"Sandford (Tas.)","Clarence City Council","Tasmania",7020,-42.943889,147.498889,-42.918389,147.536426,-43.029268,147.445192
"Sandy Bay","Hobart City Council","Tasmania",7005,-42.901000,147.327000,-42.889914,147.361976,-42.931656,147.317042
"Sassafras (Tas.)","","Tasmania",7307,-41.281805,146.485699,-41.241739,146.664246,-41.380890,146.433862
"Scamander","Break O'Day Council","Tasmania",7215,-41.472553,148.250059,-41.432304,148.273780,-41.502807,148.225272
"Scotchtown","Sullivan County","Indiana",47882,39.075043,-87.297794,0.000000,0.000000,0.000000,0.000000
"Scottsdale","Dorset Council","Tasmania",7260,-41.166667,147.516667,-41.122892,147.573473,-41.216051,147.470140
"Seven Mile Beach","","New South Wales",,-34.772537,150.813332,-34.771563,150.815445,-34.861187,150.748716
"Shearwater","Latrobe Council","Tasmania",7307,-41.160180,146.542428,0.000000,0.000000,0.000000,0.000000
"Sheffield","South Yorkshire","England",,53.381129,-1.470085,53.486883,-1.334953,53.304550,-1.663959
"Shorewell Park","Burnie City Council","Tasmania",7320,-41.072807,145.875837,-41.059006,145.888855,-41.079711,145.863420
"Sidmouth","Devon","England",,50.678650,-3.237560,50.703534,-3.220245,50.673410,-3.261087
"Sisters Beach","Waratah-Wynyard Council","Tasmania",7321,-40.916667,145.550000,-40.906388,145.606393,-40.943645,145.538953
"Sisters Creek","","Tasmania",7325,-40.960395,145.562234,-40.931897,145.606596,-40.997380,145.491106
"Smithton","Circular Head Council","Tasmania",7330,-40.857807,145.120600,-40.789669,145.259982,-40.901035,145.013077
"Snug","","Tasmania",7054,-43.083319,147.203268,-43.053652,147.264634,-43.099618,147.159314
"Somerset (Tas.)","Waratah-Wynyard Council","Tasmania",7322,-41.057443,145.787562,-41.025730,145.840297,-41.091406,145.756181
"Sorell","Sorell Council","Tasmania",7172,-42.779307,147.578456,-42.759067,147.636436,-42.801091,147.534597
"South Arm (Tas.)","Clarence City Council","Tasmania",7022,-43.028333,147.416944,-43.001600,147.482724,-43.050493,147.404152
"South Burnie","Burnie City Council","Tasmania",7320,-41.067789,145.914200,-41.057210,145.925413,-41.074466,145.904193
"South Hobart","Hobart City Council","Tasmania",7004,-42.892500,147.316111,-42.880321,147.321913,-42.915818,147.260908
"South Launceston","Launceston City Council","Tasmania",7249,-41.455278,147.151111,-41.445015,147.161255,-41.468115,147.132881
"South Riana","Central Coast Council","Tasmania",7316,-41.249935,145.962151,-41.225896,146.024410,-41.283977,145.921278
"South Spreyton","Kentish Council","Tasmania",7310,-41.257193,146.350965,-41.242092,146.370102,-41.271051,146.334180
"Southport (Tas.)","Huon Valley Council","Tasmania",7109,-43.424706,146.973252,-43.380258,147.030811,-43.447387,146.938710
"Southwest","City of Bunbury","Western Australia",6230,-33.355715,115.681896,0.000000,0.000000,0.000000,0.000000
"Spreyton","","Tasmania",7310,-41.216667,146.350000,-41.207515,146.374078,-41.244834,146.318590
"Spring Beach","Glamorgan-Spring Bay Council","Tasmania",,-42.568772,147.897040,-42.568192,147.898185,-42.568992,147.895230
"Springfield (Tas.)","","Tasmania",7260,-41.207862,147.510978,-41.190113,147.552653,-41.311498,147.386749
"Squeaking Point","Latrobe Council","Tasmania",7307,-41.191070,146.556126,-41.180980,146.572985,-41.196376,146.543201
"St Helens (Tas.)","Break O'Day Council","Tasmania",7216,-41.316667,148.233333,-41.205831,148.309796,-41.420874,148.091741
"St Leonards (Tas.)","Launceston City Council","Tasmania",7250,-41.458400,147.200800,-41.427271,147.305245,-41.501600,147.167351
"St Marys (Tas.)","Break O'Day Council","Tasmania",7215,-41.580632,148.192080,-41.509993,148.269231,-41.674068,148.047548
"Stanley (Tas.)","Circular Head Council","Tasmania",7331,-40.766667,145.300000,-40.712328,145.308672,-40.814971,145.240565
"Staverton","Brisbane City","Queensland",4068,-27.516108,152.971398,0.000000,0.000000,0.000000,0.000000
"Stieglitz","Break O'Day Council","Tasmania",7216,-41.329779,148.304069,-41.312312,148.323324,-41.354136,148.275776
"Stony Rise","Devonport City Council","Tasmania",7310,-41.197883,146.330373,-41.183374,146.343925,-41.205398,146.316523
"Stowport","Burnie City Council","Tasmania",7321,-41.124709,145.930979,-41.077944,145.975019,-41.142973,145.878596
"Strahan","West Coast Council","Tasmania",7468,-42.150000,145.316667,-42.018274,145.543191,-42.278142,145.222626
"Sulphur Creek","Central Coast Council","Tasmania",7316,-41.108033,146.016675,-41.087405,146.040354,-41.128764,145.985447
"Summerhill","Darebin City","Victoria",3073,-37.724838,145.028833,0.000000,0.000000,0.000000,0.000000
"Surveyors Bay","Huon Valley Council","Tasmania",7116,-43.279671,147.089658,-43.262233,147.100714,-43.291877,147.032471
"Swan Bay (Tas.)","Launceston City Council","Tasmania",7252,-41.293982,147.012529,-41.272844,147.050227,-41.312963,146.976638
"Swan Point","West Tamar Council","Tasmania",7275,-41.257420,146.965486,-41.251687,146.974736,-41.271417,146.955449
"Swansea (Tas.)","Glamorgan-Spring Bay Council","Tasmania",7190,-42.134414,148.058482,-41.998997,148.135458,-42.217065,147.901496
"Taranna","Tasman Council","Tasmania",7180,-43.059109,147.860450,-43.030682,147.894904,-43.095977,147.835921
"Tarleton","Latrobe Council","Tasmania",7310,-41.244652,146.363623,-41.228101,146.395104,-41.256351,146.349390
"Taroona","Kingborough Council","Tasmania",7053,-42.948056,147.348889,-42.929831,147.360900,-42.961919,147.329903
"Tea Tree","City of Tea Tree Gully","South Australia",5091,-34.826000,138.726000,-34.815540,138.753882,-34.831814,138.718294
"Tinderbox","Brisbane City","Queensland",4006,-27.456972,153.039494,0.000000,0.000000,0.000000,0.000000
"Tolmans Hill","Hobart City Council","Tasmania",7007,-42.911872,147.305614,-42.903680,147.312851,-42.920832,147.297100
"Tomahawk","Dorset Council","Tasmania",7262,-40.872098,147.763085,-40.851484,147.880967,-40.965073,147.674070
"Tooms Lake","","Tasmania",7209,-42.196229,147.823528,-42.035223,147.994966,-42.335849,147.684768
"Tranmere (Tas.)","Clarence City Council","Tasmania",7018,-42.922778,147.416389,-42.903866,147.425218,-42.939072,147.408032
"Travellers Rest","","South Australia",5724,-27.304209,133.623124,0.000000,0.000000,0.000000,0.000000
"Trevallyn","","Tasmania",7250,-41.433333,147.116667,-41.419447,147.127841,-41.465556,147.077188
"Triabunna","Glamorgan-Spring Bay Council","Tasmania",7190,-42.510242,147.920100,-42.384180,148.012114,-42.553289,147.829645
"Trowutta","Circular Head Council","Tasmania",7330,-41.063659,145.080058,-40.999260,145.210614,-41.125394,145.028025
"Tugrah","Devonport City Council","Tasmania",7310,-41.205885,146.311260,-41.190587,146.324323,-41.224773,146.295697
"Tullah","West Coast Council","Tasmania",7321,-41.741078,145.617561,-41.680798,145.665942,-41.794323,145.510037
"Tunnack","Southern Midlands Council","Tasmania",7120,-42.472517,147.451073,-42.423463,147.528639,-42.513259,147.391132
"Turners Beach","Central Coast Council","Tasmania",7315,-41.161389,146.234444,-41.156929,146.250720,-41.184212,146.207988
"Turners Marsh","Launceston City Council","Tasmania",7267,-41.305217,147.121583,-41.250064,147.163140,-41.349961,147.075954
"Ulverstone","Central Coast Council","Tasmania",7315,-41.170263,146.187207,-41.150121,146.227237,-41.204573,146.143322
"Underwood (Tas.)","Launceston City Council","Tasmania",7268,-41.292817,147.205134,-41.268250,147.294258,-41.365817,147.123884
"Upper Burnie","Burnie City Council","Tasmania",7320,-41.072399,145.899501,-41.060595,145.906887,-41.080984,145.892650
"Upper Castra","Central Coast Council","Tasmania",7315,-41.333333,146.133333,-41.302330,146.185619,-41.362887,146.069556
"Waratah (Tas.)","Waratah-Wynyard Council","Tasmania",7321,-41.445477,145.530776,-41.395529,145.571910,-41.519157,145.417026
"Warrane","Clarence City Council","Tasmania",7018,-42.859722,147.376667,-42.838169,147.403607,-42.864707,147.371124
